Stkcd,Pressure,Tone,Size,Growth,year,indus1,NCSKEW,DUVOL,EM,EPS,Institution,Shareholding
2208,.53457503,.08305648,23.171509,.047652,2017,59,-.9528926610946655,-.6074581742286682,6.192333,.41,58.871,1
2208,.3944672,.23137255,23.273756,-.283602,2018,59,-1.335116028785706,-.9332176446914673,6.416807,.7734,58.6746,1
2209,.0955971,.36243386,21.136927,.064805,2014,32,1.196028709411621,.5962706208229065,2.323416,.07,12.0353,0
2209,-.0313281,.33558179,21.19912,-.15632699,2015,32,-.3779169023036957,-.1011295020580292,2.433063,.0656,33.5903,0
2209,1.0145071,.26,21.228491,.227329,2017,32,.0819705277681351,-.0579620711505413,2.612967,.1033,30.5314,0
2209,1.1101907,.39252336,21.100132,.024835,2018,32,.2749330401420593,.2941011488437653,2.265295,.053,23.3916,0
2211,.4024977,.11111111,20.788857,.017236,2016,23,.410151481628418,.0813986212015152,1.328238,.03,38.5691,0
2211,.4330578,.26373626,20.899988,.384027,2017,23,-.4009413719177246,-.0397835895419121,1.444076,.05,38.2865,0
2212,.2372915,.15565032,22.987602,.788095,2017,35,-.4526359736919403,-.4153708517551422,1.197935,.38,31.4091,0
2212,.1689793,.38115632,23.020586,.227392,2018,35,-.1812246143817902,-.5745642185211182,1.211142,.42,34.1355,0
2212,.13868567,.36897275,23.131451,.125506,2019,35,-.3371542692184448,-.6576601266860962,1.24791,.35,40.0798,0
2212,.20131087,.10994764,23.150213,-.195584,2020,35,.3468915522098541,.6449726223945618,1.180323,.3535,46.8239,0
2214,.3261629,.58166863,20.964823,.38545001,2014,36,.0135086514055729,-.1264199763536453,1.360933,.23,28.9702,0
2214,.461318,.50348028,21.073011,-.1081,2015,36,.5202850103378296,.089691124856472,1.483541,.07,15.0991,0
2214,.73949137,.80487805,20.94615,.050569,2016,36,-.7105668783187866,-.3392563462257385,1.278207,.07,15.2746,0
2214,.17329906,.23018868,21.079163,-.111636,2017,36,-1.250576853752136,-.5727332234382629,1.432867,.07,4.3377,0
2214,.1361356,.48228043,21.097317,.404636,2018,36,.7459399104118347,.0096453269943595,1.396452,.12,3.4931,0
2214,-.003921,.53870968,21.172882,.25247201,2019,36,.0786447152495384,-.1432730555534363,1.359952,.3,5.7016,0
2214,.1271888,.50131926,21.340349,1.05521,2020,36,-1.651100516319275,-.8646261692047119,1.278565,.86,7.4939,0
2215,-.14648254,.46542056,21.649996,.26921499,2014,23,-.0591177493333817,-.1418661624193192,1.612102,.28,40.7884,0
2215,.27817824,.41353383,21.847237,.003187,2015,23,-.0538991577923298,-.2002589851617813,1.739829,.25,38.5094,0
2215,.37544771,.42857143,21.870169,-.111695,2016,23,-.3452588319778442,-.3075969815254211,1.807433,-.3,36.5304,0
2215,.85810099,.29963899,22.236731,.437433,2017,23,.2704532742500305,.5065816640853882,2.022548,.34,29.3777,0
2215,.16242863,.42405063,22.432114,.419577,2018,23,.137900248169899,.0565774627029896,2.024744,.3601,34.036,0
2215,.25363336,.4016,22.495569,.01322,2019,23,-1.169999599456787,-.9070355892181396,2.043622,.261,18.2006,0
2215,.3228462,.37349398,22.510258,.017995,2020,23,-.4893442094326019,-.4660040140151978,2.014655,.1856,15.4971,0
2216,.38881536,.39534884,21.986765,.136274,2014,12,-.1145884990692139,-.3968335688114166,1.90083,.2,36.9731,0
2216,.37778925,.44512195,22.069096,.034933,2015,12,-.1680901646614075,.1624911725521088,2.03776,.04,32.0892,0
2216,.31911892,.42857143,22.146877,.128289,2016,12,-1.052965402603149,-.556180477142334,2.167821,.05,34.2451,0
2216,.15968467,.20430108,22.196302,.099322,2017,12,.7987639307975769,.6803963780403137,2.177323,.09,30.2486,0
2216,.09453453,.37943925,22.251425,.053929,2018,12,.0042135901749134,.0148849235847592,2.23514,.13,33.3779,0
2216,-.00688204,.38390805,22.387802,.080589,2019,12,-.082820862531662,.0266396012157202,2.370565,.27,37.8878,0
2216,.0308948,.39495798,22.514399,.15710101,2020,12,-.381270706653595,-.2437481433153152,2.003444,.96,38.0698,0
2217,.34706101,.492891,22.937529,.622163,2015,23,1.029787182807922,.8886746764183044,1.654582,.19,22.6562,0
2217,.1889564,.51239669,23.556253,1.3913651,2016,23,-.6321966052055359,-.2261229604482651,1.889507,.61,27.5043,0
2217,.2212556,.34848485,23.779358,.27573699,2017,23,-.1415857821702957,.2246322482824326,2.112893,.38,28.0727,0
2217,.65183141,.47256637,24.035015,.118685,2018,23,.8501554727554321,.2710880041122437,2.458655,.42,32.8669,1
2217,.52583842,.35597826,24.25774,.10208,2019,23,-.685208261013031,-.5381640791893005,2.531231,.33,30.2409,1
2217,.6124351,.43578947,24.136797,-.079284,2020,23,-.9261196255683899,-.1874965727329254,2.90858,-1,35.3162,1
2218,.40218523,.5719697,22.169825,.33382201,2015,36,.2030030339956284,.2280501276254654,1.629381,.05,58.9736,0
2218,.3631493,.5615942,22.29269,.568097,2016,36,-1.20169985294342,-.4831235110759735,1.776696,.21,50.4683,0
2218,.17373676,.46867168,22.472486,.32701099,2017,36,-.5271576642990112,.0187262296676636,2.029289,.13,47.0732,0
2218,.1895492,.36491228,22.569,-.260167,2018,36,-1.604458451271057,-.9896906614303589,2.196375,.07,47.2165,0
2218,.2063037,.47027027,22.559523,-.05965,2019,36,.1442218124866486,-.0238381046801805,2.118291,.063,43.9483,0
2218,.2222576,.47586207,22.597483,.290961,2020,36,-.5016325712203979,-.4462925791740417,2.106068,.134,45.8082,0
2221,-.03634967,.4989011,23.147993,.41677901,2014,46,.4596085846424103,.0448665954172611,3.392188,.22,52.0377,0
2221,1.084558,.61528977,23.424429,.291547,2015,46,-.6474401354789734,-.5186648368835449,4.59748,.59,45.0558,0
2221,1.3653396,.60429448,23.733013,.16161101,2016,46,-.3268737196922302,-.6776599884033203,3.055917,.325,45.9995,0
2221,1.455921,.39236111,23.832077,.63595599,2017,46,-.1195233836770058,-.2194272577762604,2.925051,.6562,40.0482,0
2221,.6648586399999999,.56956005,24.011179,.49771801,2018,46,.1054644733667374,.2382334023714066,3.180728,.6642,42.653,0
2221,.53842508,.39280576,24.058374,-.056295,2019,46,-1.120221972465515,-.1658559739589691,3.006457,.6984,42.9221,0
2221,.64736975,.33853354,24.059885,-.37035599,2020,46,-1.4053555727005,-.8175134062767029,2.75518,.7677,46.4854,0
2222,-.1033546,.4978355,20.607656,.47231901,2017,36,.0899189561605453,.038383025676012,1.129211,.3195,42.7322,1
2222,.27869317,.47368421,20.717804,.082867,2018,36,-.6018688082695007,-.5929462909698486,1.109921,.3518,34.7493,1
2222,.32020407,.24383562,20.801479,.019997,2019,36,-1.306278705596924,-.806820273399353,1.081289,.3147,27.3933,1
2222,.3832271,.34763948,20.899992,.090413,2020,36,-.0708954930305481,.116045244038105,1.080776,.3361,27.3113,1
2223,.25665315,.57391304,21.483278,.180773,2014,32,-.4650774002075195,-.5505041480064392,1.213818,.5600000000000001,54.2965,0
2223,.28494496,.5023041499999999,21.79686,.25088301,2015,32,-.692185640335083,-.6075681447982788,1.372222,.62,46.1229,0
2223,.180555,.90909091,22.482405,.25139001,2016,32,.1660828143358231,.084526315331459,1.177703,.8,43.7706,0
2223,.27094776,.27956989,22.614662,.34527501,2017,32,.4739979207515717,.173122838139534,1.189868,.59,38.2983,0
2223,.33640356,.40203562,22.656439,.181228,2018,32,.0582910813391209,-.1248685196042061,1.246495,.73,49.7051,0
2223,.21430334,.36363636,22.798414,.108176,2019,32,.2280664145946503,.2623946964740753,1.293857,.75,45.1323,0
2223,.25841691,.35129741,23.032354,.450773,2020,32,-.9920213222503662,-1.013776898384094,1.342946,1.75,36.0348,0
2224,.31063645,.23950617,21.056599,.026586,2014,26,.0281225871294737,.1892293095588684,1.090666,.3,1.1473,0
2224,.3622889,.2879257,21.180939,-.039747,2015,26,-.3665539622306824,-.5054755210876465,1.085607,.38,14.5687,0
2224,.1205693,.47368421,21.295294,-.102543,2016,26,.1355561017990112,-.1265235394239426,1.094004,.34,1.1704,0
2224,.17202135,.29749104,21.404102,.079435,2017,26,-.4498031735420227,.1647791713476181,1.142481,.24,.0384,0
2224,.5119783999999999,.19310345,21.695036,.018935,2018,26,.0603707954287529,.0760804191231728,1.347901,.13,.0101,0
2225,.0653781,.26869806,22.363205,.069983,2015,27,-.3107041716575623,-.2574743628501892,1.956851,.1,8.667400000000001,0
2225,.2826034,.21865889,22.266541,-.16293401,2016,27,-.4209432899951935,-.6627914905548096,1.927414,-.21,3.146,0
2225,.5548456,.11666667,22.307795,.203582,2017,27,-.9559720754623413,-.5376389026641846,1.915102,.03,2.0157,0
2225,.17704867,.47484277,22.389391,.381378,2018,27,-1.361942529678345,-.4241980612277985,1.907453,.25,2.4377,0
2225,.18551556,.27317073,22.46792,.064829,2019,27,-1.954896092414856,-.8145799040794373,1.916228,.27,12.4244,0
2225,.37163353,.30467762,22.557915,.008225,2020,27,.0101009197533131,-.2377671599388123,1.968197,.29,8.8315,0
2226,.08244693,.27882038,22.115845,-.074019,2014,23,-.6804251670837402,-.1454179733991623,1.328533,.4056,55.5724,0
2226,.41446567,.24185249,22.256973,-.24237201,2015,23,.1936756521463394,.0699066519737244,1.284172,.045,54.5115,0
2226,.83063201,.36046512,22.356531,-.004459,2016,23,-.6808815598487854,-.3345459401607513,1.230319,.0747,56.8423,0
2226,.1317735,.05365854,22.357809,.223315,2017,23,-.7959620952606201,-.6036490797996521,1.260309,.0897,55.5508,0
2226,-.045105,.17204301,23.225161,.25922599,2019,23,.2419293820858002,.2444005459547043,1.8238,.324,62.9206,0
2227,.2468646,.51401869,20.691614,.316145,2014,35,-.0091478442773223,-.1990866661071777,1.2669,.3734,67.6716,0
2227,.67910126,.44804089,20.732698,-.249355,2015,35,-.9715745449066162,-.8586908578872681,1.297456,.0438,68.0971,0
2227,.7442542,.44288577,20.723835,.050044,2016,35,-.6005096435546875,-.6648090481758118,1.257926,.0413,69.22709999999999,0
2227,.51541473,.21641791,20.791475,.015431,2017,35,.1720948219299316,.1605104804039001,1.325012,.0673,66.20050000000001,0
2227,.3633743,.37966102,20.842119,-.03792,2018,35,.2531023919582367,.1542138457298279,1.383795,.0472,66.209,0
2228,.12030395,.44350759,21.618887,.11236,2014,19,-.6610826253890991,-.3430347740650177,2.250334,.36,67.2813,0
2228,.19594179,.37010676,22.415026,.59865201,2016,19,-.0541743636131287,.2201335877180099,2.665777,.4,52.895,0
2228,.13991226,.42910448,22.589184,.91833299,2017,19,-.0447464734315872,.0134384324774146,2.332854,.13,50.3151,0
2228,.060992,.35,22.671118,.390762,2018,19,-.2051272839307785,-.0578542314469814,2.319402,.2,57.7229,0
2228,.03031461,-.01694915,22.59696,-.087895,2019,19,-1.328808546066284,-.4031240046024323,1.978236,.23,48.6166,0
2228,.12229967,.37797619,22.818886,.081986,2020,19,-.6944077014923096,-.5448630452156067,2.14514,.24,43.2622,0
2229,.13458767,.30241187,21.034973,.34139201,2014,20,-.1363069117069244,-.2333553433418274,1.503765,.0928,1.2648,0
2229,.25391415,.45341615,21.437996,-.234851,2015,20,.3233477473258972,.5862239003181458,1.952439,.0308,9.264699999999999,0
2229,.35927744,.38568129,21.612682,.280999,2016,20,-.1788441091775894,-.2512105703353882,1.328278,.0409,12.6323,0
2229,.07800932,.04313725,21.469942,-.178826,2017,20,-.2155542969703674,-.1147346496582031,1.197352,.0214,8.7141,0
2229,.12964671,.31569665,21.449451,.015273,2018,20,-.0423951037228107,-.0072100549004972,1.21786,.0103,5.5563,0
2229,.1367498,.25914149,21.476311,-.11206,2019,20,.3020686209201813,.1034132391214371,1.183409,.0707,14.3007,0
2229,.2005571,.25657895,21.483299,-.24378,2020,20,-.3602375984191895,-.066407211124897,1.204365,.0515,23.3799,0
2230,.57380241,.49325337,22.366117,.415968,2014,58,-.6360090970993042,-.6300438046455383,1.325132,.47,33.0247,1
2230,1.0037236,.375,22.850348,.40873399,2015,58,-.135641947388649,-.4017516672611237,1.286237,.34,31.4802,1
2230,.66920104,.38064516,23.066412,.327766,2016,58,-.2064142376184464,-.1606224179267883,1.44262,.37,27.6002,1
2230,.37896254,.33333333,23.314058,.63973099,2017,58,-.573386013507843,-.8849766850471497,1.677499,.33,21.4382,1
2230,.34524851,.42775393,23.451288,.454119,2018,58,-.1849596351385117,-.2117131650447845,1.863497,.27,25.0704,1
2230,.42068413,.31683168,23.724028,.27300799,2019,58,-.0959152653813362,-.0955154299736023,1.71292,.4,27.0775,1
2230,.38821611,.37871674,23.935564,.29229701,2020,58,-.8866851925849915,-.6574108004570007,1.91462,.64,30.2459,1
2231,.2453368,.45089286,20.568727,.28607401,2014,36,-.2164266258478165,.1162267103791237,1.296504,.0219,1.6856,0
2231,.25314537,.38592751,20.56011,-.111048,2015,36,.2027293145656586,-.0114123411476612,1.283126,.0248,1.0474,0
2231,.32566374,.38571429,20.587851,.23003399,2016,36,-.8134577870368958,-.042352881282568,1.290175,.0203,1.3565,0
2231,.29587354,.08860759,20.718935,.049847,2017,36,.4724281132221222,.513036847114563,1.448637,.0268,33.7721,0
2231,.2879212,.26950355,20.467316,-.50825602,2018,36,-.7319498658180237,-.4855451881885529,1.405321,-.3724,27.9735,0
2232,.0394718,.49797571,21.243111,-.007409,2015,58,-.1403027027845383,-.0947885513305664,1.553838,.0077,59.6512,1
2232,.0674635,.40925267,21.26642,-.081867,2016,58,-1.180005431175232,-.1903341114521027,1.520407,.1119,58.3813,1
2232,.0169535,.34234234,21.324488,.34832901,2017,58,-.1656513214111328,.3782485127449036,1.583737,.1302,57.722,1
2232,.0964938,.32976827,21.404617,-.072515,2018,58,-1.816001176834106,-.5829077363014221,1.632785,.1766,57.012,1
2233,-.01103029,1,22.411165,.167867,2014,27,-.9247993230819702,-.8112102150917053,1.271073,.6798,1.368,0
2233,-.01941102,.30940171,22.520834,-.139777,2015,27,-.3761723935604095,.0330622382462025,1.377641,.4258,.3608,0
2233,.15319212,.4469914,22.630404,-.053363,2016,27,-.1054851189255714,-.4990947842597961,1.437467,.5077,2.5462,0
2233,.27374334,.50218341,23.004856,.25761199,2017,27,-1.05144190788269,-.2803171873092651,1.195922,.7635,18.5356,0
2233,.11584957,.51612903,23.115957,.45272201,2018,27,-.01071488391608,.0264114253222942,1.218213,1.4457,18.5337,0
2233,-.17098133,.35950413,23.187292,.039268,2019,27,-.748914897441864,-.6103094220161438,1.200154,1.4574,15.0361,0
2233,.25483782,.41741742,23.257797,.022633,2020,27,-1.471590280532837,-1.432539939880371,1.206107,1.5069,10.959,0
2234,.55231583,.24888889,21.316072,-.24074,2015,3,-.4653274416923523,-.1629568040370941,2.06357,-1.04,36.4688,0
2234,1.1225906,.37125749,21.501987,.56383598,2016,3,-.3900091350078583,-.1183135658502579,2.114299,.51,21.3328,0
2234,1.6390124,-.03488372,21.545458,-.242209,2017,3,-.3314853310585022,-.0386306457221508,3.075382,-.96,8.300800000000001,0
2234,1.8791228,.31476323,21.688082,.70276999,2018,3,-.1025740727782249,-.2103368192911148,2.340525,1.26,10.3768,0
2234,.2059928,.29064039,21.905371,.80229503,2019,3,-.3562532663345337,-.5266531705856323,1.188003,5.33,4.1129,0
2234,-.38776667,.27307692,21.924109,-.48661301,2020,3,-.5174960494041443,-.2016232758760452,1.26401,.22,1.3511,0
2235,-.0069727,.27107062,20.238728,-.188999,2014,19,-.1389520317316055,-.3531648814678192,1.714134,-.472,2.0394,0
2235,.1974491,.69230769,21.708488,.013005,2016,19,.1315840035676956,-.3889901340007782,1.121815,.0366,18.2622,0
2235,.27626087,.2097561,21.637899,.52925098,2017,19,.4397511184215546,.0967419296503067,1.122626,-.8812,15.0099,0
2235,1.2389928,.22653722,21.648262,.085739,2018,19,-.6318628787994385,-.293819934129715,1.153412,.1211,8.024100000000001,0
2235,.35592447,.02982107,21.536665,-.39464301,2019,19,.4366576075553894,.1115159392356873,1.21515,.0388,.9585,0
2235,.266684,.15050167,21.203075,-.226411,2020,19,1.387768626213074,.6718293428421021,1.302369,-1.0722,.0007,0
2236,1.4933498,.45783133,22.801453,.355223,2014,36,-.2937337756156921,-.2817444205284119,1.533277,1.01,6.4114,0
2236,1.154898,.38194444,23.165915,.374522,2015,36,-.2954126596450806,-.1083454489707947,1.751872,1.2,15.507,0
2236,.70599336,.37595908,23.455448,.322615,2016,36,.2733018696308136,.1450105309486389,1.823735,.63,15.4289,0
2236,1.2680035,.2884097,23.783543,.413784,2017,36,.0484315268695354,-.061835553497076,2.013879,.82,24.3823,0
2236,.59690861,.58924205,23.994757,.25584301,2018,36,.6246403455734253,.4131807088851929,2.042165,.87,14.1229,0
2236,.54659053,.26241135,24.109846,.104951,2019,36,.088650606572628,.1050284802913666,1.850547,1.1,19.1607,0
2236,.50351995,.21671827,24.323179,.012105,2020,36,-.3996122479438782,-.5426878333091736,1.811309,1.34,21.2278,0
2237,.1214265,.28671329,23.140802,.29911,2014,29,.0449284054338932,-.0386957079172134,3.127767,.55,47.6421,0
2237,.2126692,.2348285,23.190386,-.080659,2015,29,.8624951839447021,-.0819855481386185,3.211127,.2,47.0442,0
2237,.3682909,.37777778,23.309904,.15932,2016,29,-.1923681199550629,-.1851807832717896,3.469609,.22,40.8373,0
2237,.1801339,.29447853,23.282843,.19063701,2017,29,-.6788586974143982,-.0763394311070442,3.066586,.4,45.3132,0
2237,.0219175,.21573948,23.425964,.085927,2018,29,.0206603333353996,-.2108497619628906,3.419606,.45,40.6051,0
2237,.1897531,.3343465,23.504616,.345981,2019,29,-.4547968506813049,-.1627149730920792,3.471155,.34,47.0788,1
2237,.1656472,.36680328,23.607397,.26342201,2020,29,.349694550037384,.076660230755806,2.390949,.38,56.8587,1
2238,.2331194,.46145251,21.834393,.41471499,2014,56,-.0024668271653354,-.0472526997327805,1.244191,.54,75.6153,1
2238,.0685376,.41740675,21.998724,.35957199,2015,56,-.9504068493843079,-1.010905981063843,1.369766,.5292,75.8687,1
2238,.4543539,.3493014,22.053633,-.053562,2016,56,.1741646379232407,.3682755827903748,1.363025,.49,77.8308,1
2238,.6689276,.27577938,22.079777,-.060291,2017,56,-.1632814556360245,-.0385612584650517,1.37345,.38,75.33629999999999,1
2238,.7129756,.20825516,22.085184,-.019161,2018,56,-1.655284643173218,-.4897775053977966,1.358623,.32,75.02330000000001,1
2238,.4408603,.29652352,22.064493,.088572,2019,56,-1.05676281452179,-.6943758130073547,1.393485,.31,75.0171,1
2239,.0564127,.34732824,22.84403,1.1056041,2016,15,-.5691788792610168,-.6484666466712952,1.703083,.41,64.8972,0
2239,.2312206,.01,22.882046,-.008687,2017,15,-2.459491014480591,-.9866894483566284,1.668359,.12,58.3901,0
2239,.39729062,.0995671,22.846575,-.210868,2018,15,-.1551108956336975,-.050058625638485,1.612221,.01,54.3434,0
2239,.32329328,.11675127,22.826385,-.21516,2019,15,-.1459351927042007,.3748394548892975,1.545627,.0326,49.2404,0
2239,.1711903,.16913947,22.852526,.16079199,2020,15,-1.282499194145203,-1.37215268611908,1.692496,-.0946,29.6094,0
2240,.9970712,.36079545,21.709597,-.035196,2014,17,-.3726350963115692,-.4452894032001495,1.677079,.02,1.2002,0
2240,.1706106,.28727273,21.807371,.44001701,2017,17,-.0037118683103472,.003893411019817,1.389602,.05,26.81,0
2240,.1460911,.41355932,22.003323,.247732,2018,17,-.0453033447265625,.2375721484422684,1.652035,.22,30.2969,0
2240,.35848919,.33539413,22.309109,-.095097,2019,17,-.5711709260940552,-.4753122925758362,1.845225,-.11,37.0131,0
2240,.6734049,.24702774,22.293777,-.21427,2020,17,-.2054173350334167,-.1438276916742325,1.447472,.04,32.4571,0
2241,1.5246211,.49598716,23.600086,.26372901,2014,36,-.5619350075721741,-.5664862990379333,2.083752,1.09,37.4143,0
2241,.914397,.43209877,23.68067,.075363,2015,36,-.9151349067687988,-.4125027060508728,2.026746,.82,40.525,0
2241,.880862,.50383632,23.854931,.41240299,2016,36,.3021070659160614,.1749216169118881,2.112019,1.08,39.6182,0
2241,.92495245,.33161954,24.003071,.32398301,2017,36,-.2016122043132782,.0052081034518778,1.781173,.68,38.7403,0
2241,.69952051,.31543624,24.115841,-.069944,2018,36,-.5640630722045898,-.5554963946342468,1.958061,.27,37.5656,0
2241,.87803073,.33093525,24.268862,.479871,2019,36,-.4264790713787079,-.5761808753013611,2.148916,.4,43.0229,0
2241,.342895,.39844617,24.617487,.64285499,2020,36,.0187436826527119,.3031504452228546,2.489036,.89,42.3437,0
2242,.0137985,.39440204,22.32583,.115499,2014,35,.0866207480430603,-.1781292408704758,1.543818,.7,70.66459999999999,0
2242,-.0071683,.4,22.496624,.187865,2015,35,-.4146517813205719,-.2806071043014526,1.753891,.8100000000000001,70.94,0
2242,.0388249,.38028169,22.444704,.036078,2016,35,-1.392746448516846,-.9119172692298889,1.591558,.91,75.5181,0
2242,.09919312,.29577465,22.400501,-.009198,2017,35,-.5743357539176941,-.3911084532737732,1.493697,.9,75.4742,0
2242,.17902005,.55819477,22.619398,.127103,2018,35,-.3642927408218384,-.1528083086013794,1.738989,.99,80.01990000000001,0
2242,.18393398,.55721393,22.733866,.144788,2019,35,.0311482604593039,.4068560302257538,1.99089,1.07,82.2916,0
2242,.20875363,.47989276,22.93536,.200216,2020,35,1.211202144622803,.762337863445282,2.133063,1.23,86.62269999999999,0
2243,.22781767,.40533981,21.391752,-.064121,2014,26,.6111425161361694,.4830903112888336,1.318331,-.0996,67.131,1
2243,.49234218,.45049505,21.286663,-.039345,2015,26,-.2770340144634247,-.0460759699344635,1.176241,.0209,61.5473,1
2243,-.0141278,.49372385,21.316526,.034926,2016,26,-.3755165040493011,-.3958159685134888,1.186197,.072,66.2677,1
2243,-.0444746,.2,21.370705,.15875199,2017,26,.1261376142501831,.2793133854866028,1.225365,.1158,59.6917,1
2243,.16084037,.44176707,21.41,.118285,2018,26,-2.580310821533203,-.6498469710350037,1.223134,.296,58.0259,1
2243,.1524718,.38823529,22.878139,.56990898,2019,26,-.1072855666279793,.0660836845636368,1.495856,.4606,85.46380000000001,1
2244,.59275645,.31132075,24.367298,.13260099,2014,59,-.0854462087154388,.0227399542927742,4.152485,.61,55.5509,0
2244,1.1691385,.50420168,24.466402,.073052,2015,59,-1.478113055229187,-.573697030544281,3.861804,.37,57.274,0
2244,.58630324,.51351351,24.626144,.54168099,2016,59,-.8914132118225098,-.1332982033491135,3.149119,.46,57.986,0
2244,.2238737,.14695341,24.821674,-.291922,2017,59,-.7371042370796204,-.1499019116163254,3.682309,.55,58.3666,0
2244,.03011727,.39892665,25.195501,.53302801,2018,59,-.507395327091217,-.1459936946630478,4.533005,.39,58.5794,0
2244,-.08005964,.35820896,25.587914,.181811,2019,59,-.4085004031658173,-.2799544632434845,5.78371,.52,58.8477,0
2244,-.34025941,.36754508,25.870852,.14595699,2020,59,-.3341595828533173,-.6689696907997131,6.13356,.75,58.1509,0
2245,-.0915666,.72,21.640614,.084998,2014,52,.1666779369115829,-.0195972956717014,1.470059,.4083,61.7607,0
2245,.09802721,.29770992,21.634663,.044142,2015,52,-.1916397660970688,-.1884182691574097,1.29983,.2493,53.376,0
2245,.48488982,.37248322,22.338053,.21561,2016,52,-.5892820954322815,-.3406245410442352,1.864107,.211,48.7315,0
2245,.26916124,.42207792,22.597912,.86315697,2017,52,-.1444456726312637,.1916941553354263,1.795501,.3616,45.4949,0
2245,.25789127,.32695375,22.721889,.18579499,2018,52,-.1170581057667732,-.1656247526407242,1.844962,.2299,39.7302,0
2245,.35914894,.30420712,22.656252,-.182015,2019,52,-.4422521591186523,-.2312168776988983,2.350805,.1199,35.1089,0
2245,.4920428,.35294118,22.69239,.216327,2020,52,-.6557856798171997,-.8199237585067749,2.11422,.2832,29.784,0
2249,.12681858,.5536938300000001,22.563044,.35751501,2014,35,-.2920445203781128,-.3988823294639587,1.647767,.39,11.4081,0
2249,.15113009,.55874674,22.752197,.105533,2015,35,-.5030255317687988,-.1083803027868271,1.97648,.2,10.5993,0
2249,.21244448,.67599411,23.398262,.38536,2016,35,-1.052571535110474,-1.067447185516357,1.631712,.23,21.2129,0
2249,.13768176,.3970346,23.560465,.26451501,2017,35,-.7494843006134033,-.4935701191425323,1.766646,.18,21.3973,0
2249,.14855983,.44802867,23.401741,.003752,2018,35,-.2727510035037994,-.2742544114589691,2.178805,-1,19.8376,0
2249,1.2385257,.31621188,23.346268,-.056917,2019,35,.9648892879486084,.5767179727554321,1.896333,.02,16.9972,0
2249,.502691,.52806851,23.35252,-.045358,2020,35,-.9435755014419556,-.6357889771461487,1.606514,.04,15.1175,0
2250,.61697926,.50078003,22.480627,.184635,2014,23,.3199128806591034,.3286208510398865,1.662332,.6899999999999999,25.1572,0
2250,.60660843,.53643967,22.570959,.004391,2015,23,-.2452164888381958,-.1423639208078384,1.517416,.77,12.7796,0
2250,.42318089,.46620047,22.515203,-.226678,2016,23,-.0760481953620911,-.1077878996729851,1.365733,.32,26.7263,0
2250,.87596859,.3464991,22.881123,.325259,2017,23,-.0808285027742386,.0521372109651566,1.534682,.22,18.0546,0
2250,.52303691,.38622129,22.877859,.001641,2018,23,.4122844040393829,.2035913467407227,1.506309,.04,18.0471,0
2250,.49140542,.36842105,22.986183,.041238,2019,23,-.0560853220522404,-.0502677261829376,1.609657,.16,19.9992,0
2250,.48358011,.33018868,23.06588,.116256,2020,23,-.2288611084222794,-.4873116612434387,1.715243,.12,25.1496,0
2251,.62471495,.18808777,22.897717,.079812,2014,47,-.9876264333724976,-1.175827741622925,2.601444,.5783,58.4716,0
2251,.64187923,.22546419,23.231188,.256556,2015,47,-.2100763916969299,-.2008511275053024,2.456892,.2781,47.1573,0
2251,.5644935,.11792453,23.400635,.001216,2016,47,-1.026998162269592,-.7293293476104736,2.271264,.1688,50.3428,0
2251,.41499159,.0941704,23.49707,.115059,2017,47,-.6956276297569275,-.2603177130222321,2.471338,.1695,51.702,0
2251,.30624761,.22374429,23.763504,.066518,2018,47,-.2845032513141632,-.0890863686800003,2.695089,.1801,57.4512,0
2251,.16068957,.27575442,23.916937,.068677,2019,47,-1.150281667709351,-.6751453876495361,3.111789,.2,61.295,0
2251,.15499294,.13651498,23.924023,-.204656,2020,47,.0217417236417532,-.0216886904090643,3.23114,.13,59.7755,0
2252,.14888223,.43247863,22.961788,1.658829,2014,24,.0559827201068401,.3707614839076996,1.087562,.45,82.1062,0
2252,.05745993,.4920071,23.170471,.52555001,2015,24,-.3681263625621796,-.1609840393066406,1.078754,.52,81.5668,0
2252,.2819177,.4103139,23.305422,.15542901,2016,24,-1.308818221092224,-.9307609796524048,1.127474,.325,83.1831,0
2252,.4573673,.22901849,23.394335,-.171307,2017,24,-1.215161204338074,-.4971064329147339,1.158273,.17,80.4726,0
2253,.30505937,.42933333,20.745852,-.13881101,2014,58,.2511725723743439,.5095046162605286,1.213535,.0788,33.2113,0
2253,.67955931,.42720764,21.197681,.18229599,2015,58,.2469458132982254,-.0323410704731941,1.222054,.24,42.188,0
2253,.6603189699999999,.36340852,21.139692,.209409,2016,58,-1.28214418888092,-.4967458844184875,1.155092,.17,27.0512,0
2253,.31861045,.33965844,21.147148,-.156349,2017,58,-.4652144908905029,-.7667063474655151,1.127195,.2,23.541,0
2253,.23627869,.5021645,21.195936,.27481401,2018,58,-.3911145925521851,-.3897115290164948,1.145974,.24,23.2733,0
2253,.17186597,.45931759,21.260424,.007975,2019,58,-.3469025790691376,-.1450944095849991,1.181874,.23,23.0384,0
2253,.1265966,.32876712,21.309494,.043322,2020,58,-.1026521995663643,-.2876505255699158,1.203512,.3,21.9941,0
2254,.21330761,.31723027,21.677631,.003386,2014,25,-.0086749931797385,-.0944484919309616,1.274382,.3,40.8089,1
2254,.15747449,.172,21.662382,-.099977,2015,25,-.1303440034389496,-.6087390184402466,1.213832,.16,40.429,1
